source,target,realValue,layerID,layerColor,layerUnit
Imp. Ammonia RE,Ammonia,10.20,Ammonia,#000ECD,TWh
Ammonia,Non-energy demand,10.20,Ammonia,#000ECD,TWh
Imp. Methanol,Methanol,62.23,Methanol,#CC0066,TWh
Methanol,Non-energy demand,1.54,Methanol,#CC0066,TWh
Methanol,Freight,12.42,Methanol,#CC0066,TWh
Methanol,MTO,51.36,Methanol,#CC0066,TWh
Heat HT,MTO,13.65,Heat HT,#DC143C,TWh
MTO,HVC,41.38,HVC,#00FFFF,TWh
HVC,Non-energy demand,41.38,HVC,#00FFFF,TWh
Imp. Diesel,Diesel,14.14,Diesel,#D3D3D3,TWh
Diesel,Freight,14.14,Diesel,#D3D3D3,TWh
Imp. Gas,Gas,103.72,Gas,#FFD700,TWh
Gas Prod,Gas sto.,2.36,GAS,#FFD700,TWh
Gas sto.,Gas,2.32,GAS,#FFD700,TWh
Gas Prod,Gas,14.09,GAS,#FFD700,TWh
Gas,Mob public,14.17,GAS,#FFD700,TWh
Gas,H2 prod,0.26,GAS,#FFD700,TWh
Gas,CHP,87.92,GAS,#FFD700,TWh
Gas,HPs,6.07,GAS,#FFD700,TWh
Gas,Boilers,11.72,GAS,#FFD700,TWh
Electricity,Elec,27.57,Electricity,#00BFFF,TWh
Wind,Elec,38.85,Wind,#27AE34,TWh
Hydro River,Elec,0.47,Hydro River,#0000FF,TWh
Coal,Boilers,24.94,Coal,#A0522D,TWh
Solar,Elec,39.10,Solar,#FFFF00,TWh
Waste,Boilers,17.80,Waste,#808000,TWh
Wood,H2 prod,4.71,Wood,#CD853F,TWh
Wood be.,Wood,23.40,Wood,#CD853F,TWh
Wood,Adlibio to fuel,18.69,Wood,#CD853F,TWh
H2,Adlibio to fuel,7.66,H2,#FF00FF,TWh
Adlibio to fuel,Gasoline,11.18,GASOLINE,#8080800,TWh
Adlibio to fuel,Heat HT,10.00,HEAT_HIGH_T,#DC143C,TWh
Wet biomass,Biomethanation,38.90,Wood,#CD853F,TWh
Biomethanation,Gas Prod,16.45,GAS,#FFD700,TWh
Biomethanation,Elec,1.56,Electricity,#00BFFF,TWh
Elec,Mob priv,8.55,Electricity,#00BFFF,TWh
Gasoline,Mob priv,11.18,GASOLINE,#8080800,TWh
Elec,Mob public,1.42,Electricity,#00BFFF,TWh
Elec,Freight,1.45,Electricity,#00BFFF,TWh
Elec,Exp & Loss,6.97,Electricity,#00BFFF,TWh
Elec,Curt.,0.92,Electricity,#00BFFF,TWh
Elec,Elec demand,96.49,Electricity,#00BFFF,TWh
Solar,Curt.,0.74,Solar,#FFFF00,TWh
Wind,Curt.,4.12,Wind,#27AE34,TWh
Elec,Storage,1.06,Electricity,#00BFFF,TWh
Storage,Elec demand,0.79,Electricity,#00BFFF,TWh
Elec,HPs,29.57,Electricity,#00BFFF,TWh
Elec,HT sto,1.07,Electricity,#00BFFF,TWh
HT sto,Heat HT,1.06,Heat HT,#DC143C,TWh
Elec,Heat HT,-0.60,Electricity,#00BFFF,TWh
Imp. H2 RE,H2,5.44,H2,#FF00FF,TWh
H2 prod,H2 sto.,0.00,H2,#FF00FF,TWh
H2 sto.,H2,0.00,H2,#FF00FF,TWh
H2 prod,H2,2.22,H2,#FF00FF,TWh
CHP,Elec,41.45,Electricity,#00BFFF,TWh
CHP,DHN,18.47,Heat LT,#FA8072,TWh
CHP,Heat HT,19.20,Heat HT,#DC143C,TWh
HPs,Dec. sto,14.86,Heat LT,#FA8072,TWh
HPs,Heat LT Dec,61.72,Heat LT,#FA8072,TWh
HPs,DHN,28.33,Heat LT,#FA8072,TWh
Dec. sto,Heat LT Dec,13.74,Heat LT,#FA8072,TWh
Boilers,Heat HT,45.92,Heat HT,#DC143C,TWh
DHN,Heat LT DHN,36.42,Heat LT,#FA8072,TWh
DHN,Loss DHN,2.34,Heat LT,#FA8072,TWh
DHN,DHN Sto,8.04,Heat LT,#FA8072,TWh
DHN Sto,Heat LT DHN,7.90,Heat LT,#FA8072,TWh
Heat HT,Ind Heat Demand,61.93,Heat HT,#DC143C,TWh
