Name	LCA_tech	LCA_res	LCA_op
NUCLEAR	0.000000	0.000000	0.000000
CCGT	0.000004	0.000000	0.000978
CCGT_AMMONIA	0.000002	0.000000	0.000000
COAL_US	0.000000	0.000000	0.000000
COAL_IGCC	0.000000	0.000000	0.000000
PV	817.672353	0.000000	0.000000
WIND_ONSHORE	133.608580	0.000000	2.146708
WIND_OFFSHORE	118.263261	0.000000	3.029805
HYDRO_RIVER	3.051277	0.000000	0.009652
GEOTHERMAL	0.000000	0.000000	0.000000
IND_COGEN_GAS	64.433752	0.000000	13866.147082
IND_COGEN_WOOD	0.000008	0.000000	0.003560
IND_COGEN_WASTE	0.000002	0.000000	0.000118
IND_BOILER_GAS	4.559542	0.000000	2577.473359
IND_BOILER_WOOD	0.000008	0.000000	0.002069
IND_BOILER_OIL	0.000001	0.000000	0.000205
IND_BOILER_COAL	9.109825	0.000000	5356.698708
IND_BOILER_WASTE	9.748960	0.000000	4896.346256
IND_DIRECT_ELEC	0.016403	0.000000	0.000000
DHN_HP_ELEC	31.962045	0.000000	492.552513
DHN_COGEN_GAS	8.510026	0.000000	3360.020559
DHN_COGEN_WOOD	0.000001	0.000000	0.000249
DHN_COGEN_WASTE	0.000002	0.000000	0.000098
DHN_COGEN_WET_BIOMASS	0.000019	0.000000	0.000966
DHN_COGEN_BIO_HYDROLYSIS	0.000001	0.000000	0.000155
DHN_BOILER_GAS	0.000000	0.000000	0.000066
DHN_BOILER_WOOD	0.000002	0.000000	0.000161
DHN_BOILER_OIL	0.000000	0.000000	0.000078
DHN_DEEP_GEO	0.000000	0.000000	0.000000
DHN_SOLAR	0.000020	0.000000	0.000000
DEC_HP_ELEC	111.856117	0.000000	1136.352911
DEC_THHP_GAS	45.879952	0.000000	1520.590582
DEC_COGEN_GAS	0.000008	0.000000	0.000326
DEC_COGEN_OIL	0.000007	0.000000	0.000359
DEC_ADVCOGEN_GAS	0.000004	0.000000	0.000198
DEC_ADVCOGEN_H2	0.000004	0.000000	0.000001
DEC_BOILER_GAS	0.000003	0.000000	0.000131
DEC_BOILER_WOOD	0.000007	0.000000	0.000343
DEC_BOILER_OIL	0.000002	0.000000	0.000157
DEC_SOLAR	0.000223	0.000000	0.000000
DEC_DIRECT_ELEC	0.000000	0.000000	0.000000
TRAMWAY_TROLLEY	6.777617	0.000000	0.000000
BUS_COACH_DIESEL	0.000001	0.000000	0.000015
BUS_COACH_HYDIESEL	0.000001	0.000000	0.000010
BUS_COACH_CNG_STOICH	246.864049	0.000000	3898.553222
BUS_COACH_FC_HYBRIDH2	0.000001	0.000000	0.000000
BUS_COACH_ELECTRIC	0.000002	0.000000	0.000001
TRAIN_PUB	0.000003	0.000000	0.000001
CAR_GASOLINE	807.192494	0.000000	3184.409506
CAR_DIESEL	0.000001	0.000000	0.000002
CAR_NG	0.000001	0.000000	0.000003
CAR_METHANOL	0.000001	0.000000	0.000003
CAR_HEV	0.000001	0.000000	0.000002
CAR_PHEV	0.000291	0.000000	0.000152
CAR_BEV	2866.916585	0.000000	465.654622
CAR_FUEL_CELL	0.000000	0.000000	0.000001
TRAIN_FREIGHT	28.944183	0.000000	48.205783
BOAT_FREIGHT_DIESEL	0.000001	0.000000	0.000049
BOAT_FREIGHT_NG	0.000004	0.000000	0.000190
BOAT_FREIGHT_METHANOL	19.784959	0.000000	857.363754
TRUCK_DIESEL	337.456016	0.000000	3930.810770
TRUCK_METHANOL	125.843696	0.000000	1726.247693
TRUCK_FUEL_CELL	0.000009	0.000000	0.000000
TRUCK_ELEC	0.000052	0.000000	0.000001
TRUCK_NG	0.000001	0.000000	0.000006
HABER_BOSCH	108.008261	0.000000	10.413903
SYN_METHANOLATION	0.000012	0.000000	0.000001
METHANE_TO_METHANOL	0.000001	0.000000	0.000001
BIOMASS_TO_METHANOL	0.000009	0.000000	0.000095
OIL_TO_HVC	0.000023	0.000000	0.000159
GAS_TO_HVC	0.000011	0.000000	0.000114
METHANOL_TO_HVC	199.452282	0.000000	10581.647689
ADLIBIO_TO_HVC	0.000008	0.000000	0.000045
PHS	546.175530	0.000000	0.000000
BATT_LI	0.000018	0.000000	0.000000
BEV_BATT	0.000000	0.000000	0.000000
PHEV_BATT	0.000238	0.000000	0.000000
TS_DEC_DIRECT_ELEC	0.000011	0.000000	0.000000
TS_DEC_HP_ELEC	14.445001	0.000000	0.000000
TS_DEC_THHP_GAS	1.563290	0.000000	0.000000
TS_DEC_COGEN_GAS	0.000011	0.000000	0.000000
TS_DEC_COGEN_OIL	0.000011	0.000000	0.000000
TS_DEC_ADVCOGEN_GAS	0.000011	0.000000	0.000000
TS_DEC_ADVCOGEN_H2	0.000011	0.000000	0.000000
TS_DEC_BOILER_GAS	0.000011	0.000000	0.000000
TS_DEC_BOILER_WOOD	0.000011	0.000000	0.000000
TS_DEC_BOILER_OIL	0.000011	0.000000	0.000000
TS_DHN_DAILY	0.000087	0.000000	0.000000
TS_DHN_SEASONAL	183.690146	0.000000	0.000000
TS_HIGH_TEMP	0.802767	0.000000	0.000000
GAS_STORAGE	489.935834	0.000000	0.000000
H2_STORAGE	0.000454	0.000000	0.000000
DIESEL_STORAGE	0.001551	0.000000	0.000000
GASOLINE_STORAGE	0.001620	0.000000	0.000000
LFO_STORAGE	0.004322	0.000000	0.000000
AMMONIA_STORAGE	0.007526	0.000000	0.000000
METHANOL_STORAGE	0.007194	0.000000	0.000000
CO2_STORAGE	0.000134	0.000000	0.000000
ADLIBIO_TO_FUEL	0.000013	0.000000	0.000000
AMMONIA_TO_H2	0.000003	0.000000	0.000000
ATM_CCS	0.000001	0.000000	-0.000049
BIO_HYDROLYSIS	13.087858	0.000000	9936.959966
BIOMETHANATION	4.649035	0.000000	181.527036
DHN	0.000000	0.000000	0.000000
EFFICIENCY	0.000000	0.000000	0.000000
GASIFICATION_SNG	0.000000	0.000000	0.000108
GRID	22.000262	0.000000	0.000000
H2_BIOMASS	4.863871	0.000000	3.204019
H2_ELECTROLYSIS	0.000009	0.000000	0.000000
INDUSTRY_CCS	0.000000	0.000000	0.000014
REDIFUEL	0.000002	0.000000	0.000062
SMR	0.000000	0.000000	0.000784
SYN_METHANATION	0.000000	0.000000	0.000000
AMMONIA	0.000000	0.000247	0.000000
AMMONIA_RE_BE	0.000000	0.000000	0.000000
AMMONIA_RE_IMPORT	0.000000	94.169403	0.000000
BIODIESEL	0.000000	-0.000012	0.000000
BIODIESEL_BE	0.000000	0.000000	0.000000
